protein_id,clade,length,pfam_id,taxa_id
A0A0U1ZJA8,E,160,PF00032,142759
A0A0U2C1Q6,E,241,PF01824,53164
A0A0U2C4U3,E,146,PF01824,105884
A0A0U2GTV9,E,230,PF02790,109923
A0A0U2JRG1,E,212,PF00115,10116
A0A0U2KQP0,E,174,PF00499,1719167
A0A0U2LZS5,E,117,PF00453,1112727
A0A0U2MS08,E,157,PF00115,757355
A0A0U2PHY5,E,851,PF02865,1234273
A0A0U2TVS1,E,2641,PF00698,42676
A0A0U2U129,E,308,PF00146,406672
A0A0U2UM97,E,2411,mobidb-lite,482428
A0A0U2V8X5,E,186,PF00201,172790
A0A0U2VXR2,E,729,PF00662,1112727
A0A0U2W476,E,143,PF00411,128810
A0A0U2WDA2,E,91,PF00036,1774284
A0A0U3BKQ5,E,346,PF00361,13085
A0A0U3U056,E,408,PF02788,450142
A0A0U4I264,E,267,PF00033,225404
A0A0U4ZLA9,E,507,mobidb-lite,454130
A0A0U5B3Y4,E,503,PF01824,423290
A0A0U5C190,E,583,mobidb-lite,454130
A0A0U5FS96,E,585,mobidb-lite,454130
A0A0U5G4U1,E,116,PF01423,454130
A0A0U5G968,E,883,PF04909,454130
A0A0U5GAI2,E,378,mobidb-lite,454130
A0A0U5GG08,E,548,PF11951,454130
A0A0U5HQ08,E,160,PF00116,117187
A0A0U5J411,E,388,mobidb-lite,10141
A0A0U9HMA4,E,213,PF00383,3175
A0A0V0GJC6,E,91,PF05153,4108
A0A0V0HMP0,E,216,PF01694,4108
A0A0V0HNR2,E,343,PF00462,4108
A0A0V0HWV0,E,315,PF00400,4108
A0A0V0I0X6,E,414,PF02770,4108
A0A0V0IBE9,E,376,PF08825,4108
A0A0V0IBS5,E,526,CoiledCoil,4108
A0A0V0IGL0,E,394,mobidb-lite,4108
A0A0V0INR7,E,647,PF03033,4108
A0A0V0IZV2,E,807,PF03924,4108
A0A0V0J1U2,E,1619,mobidb-lite,4108
A0A0V0Q9I2,E,469,PF00134,266149
A0A0V0QB29,E,1263,mobidb-lite,266149
A0A0V0QFA3,E,680,PF00400,266149
A0A0V0QRX2,E,3560,PF16910,266149
A0A0V0R5H2,E,2273,mobidb-lite,266149
A0A0V0RJQ3,E,382,PF00348,6336
A0A0V0RK58,E,1996,PF09329,6336
A0A0V0RLE8,E,386,PF01753,6336
A0A0V0RQQ4,E,70,PF00631,6336
A0A0V0RRF2,E,1403,mobidb-lite,6336
A0A0V0RV27,E,7173,PF07679,6336
A0A0V0RXE5,E,1491,PF03104,6336
A0A0V0S1H7,E,898,PF00013,6336
A0A0V0S476,E,757,LowComplexity,6336
A0A0V0S4V2,E,2933,PF00028,6336
A0A0V0S5A0,E,7396,PF12796,6336
A0A0V0S8J5,E,672,mobidb-lite,6336
A0A0V0SFG8,E,730,PF06602,6336
A0A0V0SFI5,E,218,PF01579,6336
A0A0V0SNL8,E,1792,PF01426,6336
A0A0V0TDM1,E,1271,PF00153,144512
A0A0V0TI14,E,1013,mobidb-lite,144512
A0A0V0TJV5,E,797,PF07645,144512
A0A0V0TNP4,E,2791,mobidb-lite,144512
A0A0V0TNZ5,E,1478,PF00373,144512
A0A0V0TQR2,E,5364,PF00057,144512
A0A0V0TVT1,E,699,mobidb-lite,144512
A0A0V0U1S3,E,6371,PF07679,144512
A0A0V0U568,E,7198,PF07679,144512
A0A0V0UBD5,E,339,PF00431,144512
A0A0V0UGT9,E,15196,PF07679,144512
A0A0V0UHM3,E,15151,PF07679,144512
A0A0V0UMY8,E,2271,mobidb-lite,181606
A0A0V0UTA0,E,1588,PF10212,181606
A0A0V0UXD1,E,316,mobidb-lite,181606
A0A0V0V066,E,613,PF00382,181606
A0A0V0V1V0,E,1284,PF14625,181606
A0A0V0V5D0,E,1122,mobidb-lite,181606
A0A0V0V7U8,E,188,PF00595,181606
A0A0V0VAU2,E,1717,mobidb-lite,181606
A0A0V0VFE0,E,1077,PF00415,181606
A0A0V0VH69,E,420,PF07885,181606
A0A0V0VK43,E,1132,LowComplexity,181606
A0A0V0VMY9,E,1312,mobidb-lite,181606
A0A0V0VND6,E,1642,PF00053,181606
A0A0V0VPS2,E,1640,PF00505,181606
A0A0V0VV83,E,1977,PF02493,181606
A0A0V0VWH5,E,343,PF00400,181606
A0A0V0VYH1,E,4788,mobidb-lite,181606
A0A0V0WAL2,E,204,PF10262,92179
A0A0V0WFQ3,E,677,PF01392,92179
A0A0V0WMF7,E,1480,mobidb-lite,92179
A0A0V0WN12,E,989,PF00089,92179
A0A0V0WNB7,E,502,mobidb-lite,92179
A0A0V0WPV4,E,216,PF13639,92179
A0A0V0WS85,E,410,PF02190,92179
A0A0V0WSH9,E,3083,PF14413,92179
A0A0V0WTX1,E,14839,PF07679,92179
A0A0V0WYH8,E,442,PF03464,92179
A0A0V0X8K4,E,404,mobidb-lite,92179
A0A0V0X8T7,E,1699,mobidb-lite,92179
A0A0V0XB60,E,798,LowComplexity,92179
A0A0V0XIL7,E,1560,mobidb-lite,6337
A0A0V0XJ51,E,614,PF02990,6337
A0A0V0XJH2,E,337,PF00432,6337
A0A0V0XW01,E,782,PF00850,6337
A0A0V0XY26,E,2483,PF00435,6337
A0A0V0Y6G5,E,1051,PF03901,6337
A0A0V0YCV2,E,1112,mobidb-lite,6337
A0A0V0ZC65,E,343,PF00687,990121
A0A0V0ZEE6,E,1294,LowComplexity,990121
A0A0V0ZI27,E,696,PF03456,990121
A0A0V0ZKK5,E,4931,PF00057,990121
A0A0V0ZMC5,E,306,PF00089,990121
A0A0V0ZWN9,E,748,CoiledCoil,990121
A0A0V1A0Y9,E,830,CoiledCoil,990121
A0A0V1A4G4,E,1628,PF13768,990121
A0A0V1AB51,E,454,PF01764,990121
A0A0V1AB89,E,7221,PF07679,990121
A0A0V1ABX7,E,1005,mobidb-lite,990121
A0A0V1ADH2,E,393,mobidb-lite,990121
A0A0V1ATI4,E,1744,mobidb-lite,6334
A0A0V1B0I2,E,1167,PF13640,6334
A0A0V1B0Y2,E,263,PF00665,45882
A0A0V1B8N9,E,810,PF00319,6334
A0A0V1BM68,E,384,PF00079,6334
A0A0V1BMV2,E,929,mobidb-lite,6334
A0A0V1BNQ7,E,1969,PF15917,6334
A0A0V1BYW4,E,1125,PF00024,6334
A0A0V1C9Z6,E,660,LowComplexity,45882
A0A0V1CC29,E,205,PF13499,45882
A0A0V1CH30,E,743,PF07393,45882
A0A0V1CK31,E,288,PF08149,45882
A0A0V1CNN7,E,5277,PF07679,45882
A0A0V1CR72,E,2966,PF14228,45882
A0A0V1CU92,E,502,mobidb-lite,45882
A0A0V1CUG6,E,412,PF01412,45882
A0A0V1CZF9,E,595,PF00400,45882
A0A0V1D2R0,E,1397,mobidb-lite,45882
A0A0V1D2V3,E,3243,PF00041,45882
A0A0V1D315,E,2656,PF00041,45882
A0A0V1D325,E,615,mobidb-lite,45882
A0A0V1DBN2,E,330,PF01728,45882
A0A0V1DDS9,E,2362,PF00307,45882
A0A0V1DGY5,E,858,PF03105,45882
A0A0V1DJA6,E,1298,PF05615,45882
A0A0V1E622,E,3117,PF02135,6337
A0A0V1EDQ4,E,1008,PF02185,6337
A0A0V1EDY4,E,2457,PF00066,6337
A0A0V1EE88,E,2030,mobidb-lite,6337
A0A0V1EJQ2,E,1385,PF08264,6337
A0A0V1ENS2,E,1505,PF00595,6337
A0A0V1EP13,E,2393,PF00630,6337
A0A0V1EPR0,E,1172,mobidb-lite,6337
A0A0V1ERA1,E,478,PF01399,6337
A0A0V1ETD9,E,1142,CoiledCoil,6337
A0A0V1EWF9,E,935,mobidb-lite,6337
A0A0V1F0J6,E,1864,PF00439,6337
A0A0V1FD05,E,513,mobidb-lite,6337
A0A0V1FD90,E,1441,PF14625,6337
A0A0V1FK74,E,2105,PF00102,6337
A0A0V1FPN5,E,182,PF04900,6337
A0A0V1FRD4,E,353,mobidb-lite,6337
A0A0V1FU03,E,2284,mobidb-lite,6337
A0A0V1G1D6,E,766,PF03097,6337
A0A0V1G2V5,E,375,mobidb-lite,6337
A0A0V1G3M8,E,531,PF00010,6337
A0A0V1G648,E,536,PF00400,6337
A0A0V1GZ88,E,1018,CoiledCoil,268475
A0A0V1H0N9,E,491,PF03520,268475
A0A0V1HAI8,E,383,PF01207,268475
A0A0V1HIC3,E,460,PF04419,268475
A0A0V1HN15,E,4208,PF12780,268475
A0A0V1HPY8,E,2150,mobidb-lite,268475
A0A0V1HYD2,E,820,mobidb-lite,268475
A0A0V1I3B1,E,3823,PF00431,268475
A0A0V1I9F6,E,2124,PF07992,268475
A0A0V1IB19,E,1148,PF01683,6337
A0A0V1IH38,E,417,PF00849,6337
A0A0V1IMU6,E,4007,PF00431,6337
A0A0V1IMU6,E,4007,PF00008,6337
A0A0V1IVI8,E,291,PF00804,6337
A0A0V1IW62,E,678,mobidb-lite,6337
A0A0V1J0T3,E,648,PF04592,6337
A0A0V1J1Q5,E,3689,PF00053,6337
A0A0V1J3H5,E,1268,PF00704,6337
A0A0V1J4B5,E,419,mobidb-lite,6337
A0A0V1J5Z3,E,578,PF06337,6337
A0A0V1J879,E,1093,PF07714,6337
A0A0V1JH34,E,387,PF04142,6337
A0A0V1JSH0,E,491,PF02145,6337
A0A0V1JTU4,E,892,PF00685,6337
A0A0V1JWZ8,E,17421,PF07679,6337
A0A0V1JYZ6,E,2114,PF00041,6337
A0A0V1KPS1,E,1882,mobidb-lite,6335
A0A0V1KQN0,E,728,mobidb-lite,6335
A0A0V1KRL7,E,1634,CoiledCoil,6335
A0A0V1KU29,E,1808,LowComplexity,6335
A0A0V1KV79,E,1801,mobidb-lite,6335
A0A0V1KZV9,E,1934,PF00018,6335
A0A0V1L0B9,E,1159,PF01624,6335
A0A0V1L5Y1,E,1617,LowComplexity,6335
A0A0V1L760,E,4032,PF00435,6335
A0A0V1L824,E,517,PF00397,6335
A0A0V1LD71,E,2163,mobidb-lite,6335
A0A0V1LL42,E,434,PF00789,6335
A0A0V1LN95,E,295,PF01428,6335
A0A0V1LR61,E,569,PF00415,6335
A0A0V1LVF9,E,567,PF08790,6335
A0A0V1M440,E,2377,PF05026,268474
A0A0V1M7J8,E,962,PF08506,268474
A0A0V1MBG5,E,129,PF03645,268474
A0A0V1MIT1,E,1737,PF00168,268474
A0A0V1MNJ6,E,249,mobidb-lite,268474
A0A0V1MSR2,E,555,PF00402,268474
A0A0V1MWG0,E,1912,PF01204,268474
A0A0V1MZ60,E,1915,PF02170,268474
A0A0V1MZR4,E,2794,mobidb-lite,268474
A0A0V1N9I4,E,2931,mobidb-lite,268474
A0A0V1NHT4,E,925,mobidb-lite,92180
A0A0V1NJ48,E,1850,mobidb-lite,92180
A0A0V1NKH7,E,778,mobidb-lite,92180
A0A0V1NY60,E,134,PF16020,92180
A0A0V1P282,E,423,PF01391,92180
A0A0V1P627,E,1269,mobidb-lite,92180
A0A0V1P8Y2,E,1441,PF00084,92180
A0A0V1PFE7,E,845,PF07946,92180
A0A0V1PXR1,E,575,mobidb-lite,58627
A0A0V1PZK0,E,786,mobidb-lite,58627
A0A0V1PZV0,E,409,PF00069,58627
A0A0V1Q4L5,E,311,mobidb-lite,58627
A0A0W0CW65,E,671,PF04437,5478
A0A0W0D3E0,E,1564,mobidb-lite,5478
A0A0W0DDU1,E,705,mobidb-lite,5478
A0A0W0EUI8,E,1119,mobidb-lite,221103
A0A0W0EXJ7,E,610,mobidb-lite,221103
A0A0W0EZI3,E,341,PF04757,221103
A0A0W0F0P7,E,405,mobidb-lite,221103
A0A0W0F0V2,E,523,mobidb-lite,221103
A0A0W0F382,E,1211,PF08284,221103
A0A0W0F6W1,E,164,PF00415,221103
A0A0W0FCH7,E,191,PF10181,221103
A0A0W0FJ14,E,382,PF06966,221103
A0A0W0FLU4,E,969,PF04191,221103
A0A0W0FZX5,E,939,mobidb-lite,221103
A0A0W0G688,E,719,mobidb-lite,221103
A0A0W0G801,E,273,PF03371,221103
A0A0W7VE50,E,297,PF12146,398673
A0A0W7VRT2,E,466,PF00172,398673
A0A0W7VRX8,E,1192,mobidb-lite,398673
A0A0W7VTJ7,E,484,PF01565,398673
A0A0W7VU72,E,383,mobidb-lite,398673
A0A0W7W0B4,E,527,PF13506,398673
A0A0W8BUF5,E,199,PF08654,4790
A0A0W8C107,E,2644,mobidb-lite,4790
A0A0W8C3P1,E,417,PF01926,4790
A0A0W8CLH4,E,849,mobidb-lite,4790
A0A0W8CWC8,E,455,mobidb-lite,4790
A0A0W8CZZ2,E,464,CoiledCoil,4790
A0A0W8D0Y6,E,249,PF05630,4790
A0A0W8D2Y5,E,1528,CoiledCoil,4790
A0A0W8D6X8,E,382,PF00400,4790
A0A0W8DDI1,E,483,PF01363,4790
A0A0W8DJF0,E,545,mobidb-lite,4790
A0A0W8DVV4,E,1116,mobidb-lite,4790
A0A0X3NGH8,E,402,PF00005,70667
A0A0X3NMV1,E,1249,PF00620,70667
A0A0X3NSS3,E,2035,mobidb-lite,70667
A0A0X3PFQ9,E,1375,PF00614,70667
A0A0X3PI47,E,399,PF00168,70667
A0A0X3PLY4,E,3001,mobidb-lite,70667
A0A0X3PR12,E,1413,mobidb-lite,70667
A0A0X3PX02,E,456,CoiledCoil,70667
A0A0X3Q033,E,1134,PF00013,70667
A0A0X3Q1H1,E,469,mobidb-lite,70667
A0A0X3Q3X0,E,593,mobidb-lite,70667
A0A0X3Q5G5,E,1490,PF05033,70667
A0A0X7YJ13,E,210,PF00115,490540
A0A0X8IIJ0,E,1270,PF00562,249398
A0A0X8IIK8,E,1757,PF00623,61235
A0A0X8NSP7,E,389,PF04769,119957
A0A0X9LZ11,E,206,PF00115,469755
A0A0X9NIM1,E,178,PF00115,469747
A0A0Y0MB39,E,352,PF00033,109786
A0A0Y0U2M0,E,43,PF02468,260692
A0A0Y0UI40,E,176,PF00499,133204
A0A0Y9XSR9,E,1524,CoiledCoil,5821
A0A101MNC7,E,573,PF00083,48697
A0A109FBW7,E,348,PF02076,1305733
A0A109FE83,E,863,mobidb-lite,1305733
A0A109FFX3,E,349,mobidb-lite,1305733
A0A109FIA7,E,283,PF00378,1305733
A0A109FJN9,E,1225,mobidb-lite,1305733
A0A109FL43,E,1637,mobidb-lite,1305733
A0A109PNL7,E,206,PF00115,469755
A0A109UZJ4,E,971,mobidb-lite,45286
A0A109V0S2,E,1766,CoiledCoil,45286
A0A113T688,E,1485,mobidb-lite,5821
A0A117DUW7,E,597,PF02906,5061
A0A117NMI0,E,584,mobidb-lite,48697
A0A117NPC8,E,1289,PF00443,48697
A0A120K1K0,E,1030,LowComplexity,45286
A0A124BY95,E,1002,PF00173,5061
A0A124GRU3,E,574,PF05958,48697
A0A125PHM8,E,1409,mobidb-lite,1305733
A0A125PI77,E,466,PF00400,1305733
A0A125R384,E,742,PF00361,74825
A0A125R8V1,E,219,PF00115,330435
A0A125RYE3,E,322,PF02788,1326904
A0A126CXL8,E,229,PF02790,1496328
A0A126FB27,E,129,PF00115,1675507
A0A126G134,E,420,PF02874,323662
A0A126J4N8,E,229,PF00217,1682444
A0A126TFS0,E,165,PF00499,1796580
A0A126WWJ8,E,999,mobidb-lite,130138
A0A126WXU9,E,1036,mobidb-lite,13351
A0A126WY10,E,398,PF13426,45834
A0A126WY26,E,623,PF13426,49992
A0A126WZV2,E,985,mobidb-lite,3467
A0A126X1S9,E,991,mobidb-lite,51387
A0A127AUJ2,E,615,PF00560,73154
A0A127ZBD0,E,70,PF00584,49012
A0A131XBM3,E,2229,mobidb-lite,257692
A0A131XZH8,E,1307,PF16471,34613
A0A131XZV9,E,475,PF00849,34613
A0A131Y023,E,1943,PF06920,34613
A0A131Y0N3,E,1296,mobidb-lite,34613
A0A131Y5R7,E,173,PF10504,34613
A0A131YA73,E,710,mobidb-lite,34613
A0A131YHK3,E,285,PF01778,34631
A0A131YP03,E,521,PF00704,34631
A0A131YVT9,E,1138,mobidb-lite,34631
A0A131YWH1,E,666,mobidb-lite,34631
A0A131YX55,E,198,mobidb-lite,34631
A0A131Z238,E,339,PF02926,34631
A0A131ZAM8,E,232,PF14497,34631
A0A131ZBK2,E,1009,mobidb-lite,34631
A0A131ZY32,E,1620,PF01391,52283
A0A132AB03,E,1033,PF08148,52283
A0A132AG98,E,212,PF13833,52283
A0A132AJH3,E,408,PF00001,52283
A0A132AL83,E,680,PF00667,52283
A0A132B5A1,E,502,mobidb-lite,149040
A0A132B7K8,E,413,PF03619,149040
A0A132BCZ9,E,764,PF11951,149040
A0A135L9Y2,E,1119,mobidb-lite,5078
A0A135LJ81,E,480,PF01636,5078
A0A135LN66,E,1296,PF07923,5078
A0A135LP97,E,886,PF00172,5078
A0A135LRE6,E,342,PF01916,5078
A0A135LXG0,E,953,PF14551,5078
A0A135LZ84,E,298,PF00153,5078
A0A135LZU1,E,262,PF00704,5078
A0A135RS37,E,690,mobidb-lite,1209931
A0A135RWF9,E,1119,mobidb-lite,1209931
A0A135S5L1,E,551,mobidb-lite,703756
A0A135SJ30,E,960,PF00069,703756
A0A135SLG4,E,983,PF02296,703756
A0A135T3C7,E,588,PF06609,703756
A0A135TQA8,E,328,PF01095,703756
A0A135TRD0,E,1058,mobidb-lite,1209931
A0A135UMX1,E,551,PF09668,1209931
A0A135UNL3,E,352,PF06985,1209931
A0A136J0I8,E,575,PF01794,196109
A0A136J7K4,E,334,PF04190,196109
A0A136J991,E,966,mobidb-lite,196109
A0A136JC73,E,515,PF03062,196109
A0A136JEU2,E,315,PF01428,196109
A0A136JK76,E,520,PF02037,196109
A0A137Q0I3,E,583,PF05958,1714833
A0A137Q210,E,407,PF00135,1714833
A0A137Q656,E,2857,mobidb-lite,1714833
A0A137QS14,E,929,PF16916,1714833
A0A139GWT8,E,1277,PF03810,321146
A0A139H8B0,E,359,PF01182,321146
A0A139HAE3,E,464,PF01168,321146
A0A139HB36,E,256,PF04117,321146
A0A139HPP0,E,570,mobidb-lite,321146
A0A139IDN8,E,675,PF11951,113226
A0A139IIQ9,E,731,mobidb-lite,113226
A0A139INL3,E,1300,PF00076,113226
A0A139IP21,E,569,PF13419,113226
A0A139IRK5,E,1037,mobidb-lite,113226
A0A139WCJ5,E,747,PF02893,7070
A0A139WE45,E,8126,PF00435,7070
A0A139WHB5,E,259,PF00412,7070
A0A139WKC9,E,1109,mobidb-lite,7070
A0A139WMT9,E,270,PF04265,7070
A0A139WNE7,E,1170,mobidb-lite,7070
A0A140CV34,E,446,PF00361,501957
A0A140D539,E,342,PF03144,1495445
A0A140F2U0,E,679,PF00361,1805947
A0A140G2R2,E,81,PF00137,1286644
A0A140G4U6,E,927,PF13516,316732
A0A140GKB1,E,31,PF00022,1799141
A0A140GZD8,E,221,PF00988,95512
A0A140H1B6,E,784,PF13855,246437
A0A140IKI1,E,88,PF00125,1809525
A0A140IPK3,E,216,PF00115,1804728
A0A140LIP1,E,146,PF00069,10090
A0A140LJ06,E,252,PF00568,10090
A0A140TAT9,E,818,PF00169,7955
A0A140UHY0,E,603,mobidb-lite,10116
A0A140VKD9,E,367,mobidb-lite,9606
A0A141E2N0,E,304,mobidb-lite,37003
A0A141JHI0,E,194,PF00115,1759826
A0A141JHV8,E,179,PF00115,1691123
A0A141K289,E,175,PF00115,1760444
A0A141K6T1,E,200,PF00115,1708402
A0A141KGL9,E,179,PF00115,1687329
A0A141LB96,E,194,PF00115,1710038
A0A141LEZ3,E,191,PF00115,202215
A0A141M5Q8,E,371,PF00115,1775306
A0A141NYW1,E,500,PF00361,1245324
A0A141PZG3,E,195,PF00115,463605
A0A141QM91,E,192,PF00115,1415922
A0A142DSG8,E,176,PF00115,1814473
A0A142F3A7,E,185,PF02788,687599
A0A142F3P9,E,480,PF00115,113342
A0A142I9N5,E,261,PF00510,884673
A0A142K1N2,E,143,PF00411,1820310
A0A142KWD0,E,1175,PF00225,59764
A0A143RFL9,E,319,PF00147,7719
A0A145YJ96,E,289,PF01348,395314
A0A145YNH7,E,289,PF01348,77069
A0A146F0W7,E,484,PF01494,1069201
A0A146F1X0,E,274,PF06912,1069201
A0A146FEQ4,E,452,PF13378,1069201
A0A146FEW6,E,1209,PF00018,1069201
A0A146FJ42,E,572,PF00370,1069201
A0A146FK81,E,2397,mobidb-lite,1069201
A0A146FPS0,E,547,mobidb-lite,1069201
A0A146FVM1,E,317,PF00175,1069201
A0A146FXA9,E,436,PF03953,1069201
A0A146H5C3,E,300,mobidb-lite,658473
A0A146HA46,E,424,PF01480,658473
A0A146HAL4,E,560,mobidb-lite,658473
A0A146HIU8,E,1058,PF08068,658473
A0A146HTV4,E,528,PF00732,658473
A0A146I061,E,1309,CoiledCoil,658473
A0A146I5C7,E,1600,mobidb-lite,658473
A0A146IDN5,E,3015,PF00623,658473
A0A146KBK6,E,213,PF13306,1076344
A0A146KDT5,E,71,PF13187,1076344
A0A146KS22,E,1128,PF12436,30085
A0A146L3N6,E,620,PF03124,30085
A0A146LA89,E,222,PF05648,30085
A0A146LIV8,E,248,PF07912,30085
A0A146LVG6,E,426,PF16347,30085
A0A146MPK1,E,1334,PF01391,8078
A0A146MPY8,E,1112,PF00041,8078
A0A146MR52,E,831,LowComplexity,8078
A0A146MRC5,E,1404,mobidb-lite,8078
A0A146MS19,E,483,PF00171,8078
A0A146MUX4,E,179,LowComplexity,8078
A0A146NB53,E,716,mobidb-lite,8078
A0A146NB87,E,657,PF00169,8078
A0A146NCX5,E,1414,CoiledCoil,8078
A0A146ND31,E,867,PF01505,8078
A0A146NJC6,E,1592,CoiledCoil,8078
A0A146NY86,E,807,CoiledCoil,8078
A0A146P155,E,122,PF13516,8078
A0A146P1W4,E,134,PF00992,8078
A0A146P2N7,E,353,mobidb-lite,8078
A0A146PJT7,E,573,PF00168,8078
A0A146PRG1,E,925,mobidb-lite,8078
A0A146Q0S0,E,1638,mobidb-lite,8078
A0A146QB28,E,203,PF01136,8078
A0A146QRF7,E,1387,PF10569,8078
A0A146QXN0,E,629,PF01202,8078
A0A146R2G1,E,140,PF01728,8078
A0A146R7D9,E,325,mobidb-lite,8078
A0A146RUB7,E,4195,mobidb-lite,8078
A0A146RV12,E,330,PF15913,8078
A0A146RX17,E,450,mobidb-lite,8078
A0A146TUF5,E,230,mobidb-lite,8078
A0A146U305,E,111,PF08352,8078
A0A146UJG0,E,216,PF01088,8078
A0A146UTK6,E,481,PF00806,8078
A0A146UUF3,E,1597,LowComplexity,8078
A0A146UV79,E,595,PF00651,8078
A0A146UW35,E,1957,PF00028,8078
A0A146UXD5,E,1268,PF06060,8078
A0A146UYS0,E,1583,PF00400,8078
A0A146UZ97,E,1356,mobidb-lite,8078
A0A146V0R5,E,1422,PF01391,8078
A0A146V782,E,370,PF00041,8078
A0A146V973,E,4051,PF00028,8078
A0A146V9U1,E,975,PF00041,8078
A0A146VBJ4,E,1197,mobidb-lite,8078
A0A146VDJ6,E,1467,PF13855,8078
A0A146VF28,E,2609,PF00630,8078
A0A146VG73,E,381,PF07815,8078
A0A146VH56,E,339,PF04880,8078
A0A146VJA9,E,1378,PF00629,8078
A0A146VN25,E,914,PF09730,8078
A0A146VQN5,E,297,LowComplexity,8078
A0A146VSK7,E,1726,PF00059,8078
A0A146VU86,E,2447,mobidb-lite,8078
A0A146VVN5,E,1465,PF00458,8078
A0A146VY73,E,681,mobidb-lite,8078
A0A146VZ89,E,437,PF00400,8078
A0A146W2K5,E,469,PF09409,8078
A0A146W3C2,E,164,PF00098,8078
A0A146W5G8,E,411,PF09409,8078
A0A146W9F6,E,432,mobidb-lite,8078
A0A146WAC1,E,1952,PF00041,8078
A0A146WAD5,E,223,PF01335,8078
A0A146WG82,E,145,PF01129,8078
A0A146WHZ2,E,415,CoiledCoil,8078
A0A146WIF1,E,595,PF00175,8078
A0A146WIZ9,E,2457,PF09068,8078
A0A146WKA1,E,972,PF07531,8078
A0A146WLH2,E,4912,CoiledCoil,8078
A0A146WPG8,E,504,PF02434,8078
A0A146WPY0,E,1430,PF01391,8078
A0A146WU03,E,754,PF00651,8078
A0A146WUW1,E,1149,PF00439,8078
A0A146WXG3,E,361,PF00487,8078
A0A146X1L5,E,1107,CoiledCoil,8078
A0A146X4N8,E,1253,PF00387,8078
A0A146X5Y2,E,529,LowComplexity,8078
A0A146X683,E,783,PF08295,8078
A0A146X803,E,3445,mobidb-lite,8078
A0A146X973,E,396,PF10237,8078
A0A146XQD3,E,282,PF00412,8078
A0A146XUS9,E,1080,PF03144,8078
A0A146Y4H4,E,489,PF14360,8078
A0A146Y716,E,1327,mobidb-lite,8078
A0A146Y9P3,E,3884,PF00435,8078
A0A146YD59,E,1090,PF01131,8078
A0A146YF12,E,670,PF00400,8078
A0A146YJD5,E,950,PF00536,8078
A0A146YKK2,E,3790,PF02010,8078
A0A146YLF2,E,575,mobidb-lite,8078
A0A146YUZ2,E,979,PF00041,8078
A0A146YV06,E,1368,mobidb-lite,8078
A0A146YVP2,E,1174,PF12872,8078
A0A146YXC9,E,524,PF14698,8078
A0A146YZE2,E,956,PF02758,8078
A0A146Z0Q1,E,582,PF02412,8078
A0A146Z0W7,E,281,PF00335,8078
A0A146Z3A8,E,787,PF13516,8078
A0A146Z3W2,E,893,PF00013,8078
A0A146Z4F7,E,2479,PF00435,8078
A0A146ZEI7,E,299,PF00023,8078
A0A146ZJU2,E,606,PF00017,8078
A0A146ZK69,E,2176,PF02889,8078
A0A146ZNX1,E,2554,PF00066,8078
A0A146ZSL1,E,1287,mobidb-lite,8078
A0A147A204,E,638,mobidb-lite,8078
A0A147A3Q0,E,628,mobidb-lite,8078
A0A147A3Y4,E,1263,PF00028,8078
A0A147A4L7,E,976,PF00595,8078
A0A147A914,E,470,PF13855,8078
A0A147AE44,E,789,PF01390,8078
A0A147ALT4,E,571,mobidb-lite,8078
A0A147AXQ1,E,203,PF00010,8078
A0A147AY46,E,2410,CoiledCoil,8078
A0A147B4S5,E,470,mobidb-lite,8078
A0A147B6M9,E,257,PF13855,360319
A0A147B941,E,149,PF10189,360319
A0A147BGH4,E,238,mobidb-lite,34613
A0A147BHL5,E,295,mobidb-lite,34613
A0A147BL87,E,317,PF00076,34613
A0A147BNI3,E,2390,PF00008,34613
A0A147BTS6,E,332,mobidb-lite,34613
A0A150FUD9,E,254,PF00504,33097
A0A150G2L4,E,2560,mobidb-lite,33097
A0A150G8D6,E,404,mobidb-lite,33097
A0A150GBH9,E,995,PF00069,33097
A0A150GDA3,E,2211,PF00520,33097
A0A150GEG8,E,1720,mobidb-lite,33097
A0A150GN82,E,804,mobidb-lite,33097
A0A150GNU5,E,153,PF03762,33097
A0A150GQP8,E,900,mobidb-lite,33097
A0A150GS34,E,1209,LowComplexity,33097
A0A150GVM1,E,1499,PF00400,33097
A0A150GWN9,E,433,mobidb-lite,33097
A0A150GXS5,E,205,PF02517,33097
A0A150H0D6,E,90,PF01016,33097
A0A150H3F2,E,1037,CoiledCoil,33097
A0A151GKV2,E,900,mobidb-lite,98403
A0A151GPQ2,E,929,PF10404,98403
A0A151GSJ1,E,607,PF08953,98403
A0A151I5C3,E,430,PF00153,520822
A0A151I6G6,E,413,PF00134,456900
A0A151I7D1,E,649,PF00400,456900
A0A151IIF2,E,1139,PF06371,456900
A0A151JAE7,E,335,PF13359,471704
A0A151JY82,E,2840,mobidb-lite,34720
A0A151LIX7,E,2129,mobidb-lite,647221
A0A151LNE2,E,2172,PF00211,647221
A0A151LNG0,E,1792,mobidb-lite,647221
A0A151LPK9,E,792,mobidb-lite,5854
A0A151LT58,E,1380,mobidb-lite,647221
A0A151LW71,E,1166,PF00004,5854
A0A151LYU3,E,388,PF01462,8496
A0A151M2G7,E,2470,PF00878,8496
A0A151M4Y2,E,1111,mobidb-lite,8496
A0A151M7W0,E,413,PF00856,8496
A0A151MHC3,E,721,PF00092,8496
A0A151MHE2,E,1615,PF00683,8496
